gru_risk,rl_risk,academic_issue,days_since_last_login,alerts_sent,alerts_responded,engagement_score
LOW,LOW,0,1,0,0,3.1539999999999995
LOW,LOW,0,2,5,5,4.512
LOW,LOW,0,0,1,1,7.102
HIGH,HIGH,0,8,5,4,6.146
HIGH,HIGH,1,6,4,3,3.616
HIGH,HIGH,1,9,5,3,5.604
LOW,LOW,0,1,1,0,4.061999999999999
HIGH,HIGH,0,9,1,0,5.592
LOW,LOW,1,1,3,2,3.101333333333333
LOW,LOW,1,0,4,1,4.696
LOW,LOW,1,5,4,3,2.752
LOW,LOW,0,3,5,3,2.548
LOW,LOW,1,4,1,0,1.628
LOW,LOW,0,0,1,0,3.622
LOW,LOW,0,1,1,0,3.662
LOW,LOW,0,2,0,0,5.2620000000000005
HIGH,HIGH,0,8,0,0,3.114
LOW,LOW,1,3,4,1,2.564
HIGH,HIGH,1,6,2,1,3.696
HIGH,HIGH,0,7,4,1,3.45
HIGH,HIGH,1,6,0,0,0.3
LOW,LOW,1,5,5,2,4.24
LOW,LOW,1,2,1,0,2.954
LOW,LOW,0,3,5,2,1.872
HIGH,HIGH,1,6,4,2,0.214
LOW,LOW,0,4,2,1,2.726
LOW,LOW,0,4,4,2,2.804
LOW,LOW,1,1,0,0,6.106
HIGH,HIGH,1,6,0,0,4.784
LOW,LOW,0,4,3,2,3.519333333333333
LOW,LOW,0,2,3,1,2.4346666666666668
HIGH,HIGH,1,7,1,0,3.9
HIGH,HIGH,1,7,0,0,4.248
LOW,LOW,1,3,5,2,5.528
LOW,LOW,1,5,2,1,1.6820000000000002
LOW,LOW,1,5,3,1,4.8726666666666665
HIGH,HIGH,1,8,5,2,5.832
LOW,LOW,0,3,5,2,3.154
LOW,LOW,1,2,0,0,7.737999999999999
LOW,LOW,0,1,2,1,7.747999999999999
LOW,LOW,1,3,0,0,4.754
LOW,LOW,1,4,1,0,3.88
HIGH,HIGH,0,7,0,0,5.771999999999999
LOW,LOW,0,0,3,2,8.977333333333332
HIGH,HIGH,1,6,3,2,5.4013333333333335
HIGH,HIGH,1,7,1,0,4.904
LOW,LOW,0,3,5,3,5.772
LOW,LOW,0,2,2,2,4.554
HIGH,HIGH,0,8,0,0,1.832
LOW,LOW,1,5,3,1,5.1066666666666665
LOW,LOW,1,2,0,0,6.714
HIGH,HIGH,0,8,5,3,3.798
LOW,LOW,0,5,3,1,4.176666666666667
HIGH,HIGH,0,9,4,2,3.228
HIGH,HIGH,0,7,4,1,2.768
LOW,LOW,0,4,2,1,1.906
LOW,LOW,0,2,4,3,0.95
LOW,LOW,0,1,4,0,3.98
HIGH,HIGH,0,7,5,2,0.918
HIGH,HIGH,0,7,1,0,2.9319999999999995
LOW,LOW,0,0,5,3,4.45
LOW,LOW,0,3,4,1,2.458
LOW,LOW,0,4,3,1,4.088666666666667
LOW,LOW,0,5,4,2,4.072
LOW,LOW,1,3,3,1,3.8766666666666665
LOW,LOW,0,4,1,0,1.126
LOW,LOW,0,3,3,1,4.064666666666667
LOW,LOW,0,1,0,0,4.964
LOW,LOW,1,2,3,1,6.252666666666666
LOW,LOW,0,5,3,2,3.215333333333333
HIGH,HIGH,1,7,1,0,2.604
LOW,LOW,0,0,4,2,2.74
LOW,LOW,0,5,2,1,0.6
HIGH,HIGH,0,6,3,1,1.2366666666666664
HIGH,HIGH,0,9,1,0,3.264
HIGH,HIGH,1,7,0,0,3.172
HIGH,HIGH,0,8,3,1,0.8426666666666667
LOW,LOW,0,1,5,3,2.252
LOW,LOW,1,4,4,2,3.874
LOW,LOW,0,5,1,0,5.202
LOW,LOW,1,0,5,2,4.028
LOW,LOW,0,2,2,1,3.45
LOW,LOW,1,3,4,2,2.612
LOW,LOW,1,3,0,0,3.91
HIGH,HIGH,0,9,3,2,5.707333333333334
HIGH,HIGH,0,9,2,1,3.79
LOW,LOW,0,3,5,2,5.42
LOW,LOW,1,5,4,2,4.932
LOW,LOW,0,3,5,4,6.378
HIGH,HIGH,1,8,2,1,6.476
LOW,LOW,1,1,3,1,5.336666666666666
LOW,LOW,0,2,3,3,6.096
LOW,LOW,0,2,3,2,8.213333333333333
HIGH,HIGH,0,7,0,0,7.013999999999999
LOW,LOW,0,4,2,1,7.703999999999999
LOW,LOW,1,2,2,1,6.408
LOW,LOW,0,0,2,1,5.493999999999999
LOW,LOW,0,5,2,2,6.254
HIGH,HIGH,1,7,5,3,3.386
HIGH,HIGH,1,8,2,1,5.207999999999999
HIGH,HIGH,1,8,3,2,4.589333333333334
HIGH,HIGH,1,9,5,2,0.7839999999999999
HIGH,HIGH,0,7,2,1,5.378
HIGH,HIGH,1,9,2,1,4.819999999999999
HIGH,HIGH,1,8,3,2,4.533333333333334
HIGH,HIGH,0,6,1,0,4.352
HIGH,HIGH,1,7,2,1,5.291999999999999
LOW,LOW,0,1,0,0,0.768
HIGH,HIGH,1,9,4,1,3.364
HIGH,HIGH,1,8,2,0,4.472
LOW,LOW,1,3,4,2,4.39
LOW,LOW,1,1,4,1,4.013999999999999
LOW,LOW,0,0,4,2,1.876
LOW,LOW,1,3,2,1,1.6920000000000002
LOW,LOW,0,2,1,0,4.442
HIGH,HIGH,0,7,0,0,5.866
LOW,LOW,0,3,1,0,3.048
LOW,LOW,1,4,1,0,3.666
LOW,LOW,1,5,5,0,1.004
LOW,LOW,1,4,4,1,0.4039999999999999
HIGH,HIGH,1,6,1,0,0.616
HIGH,HIGH,1,8,5,0,1.742
HIGH,HIGH,1,9,5,0,0.908
HIGH,HIGH,1,8,5,1,1.06
LOW,LOW,1,3,4,0,0.32
HIGH,HIGH,1,7,4,0,0.94
LOW,LOW,1,0,5,1,1.296
LOW,LOW,1,2,4,0,1.286
LOW,LOW,1,2,1,0,5.255999999999999
LOW,LOW,1,3,3,1,3.036666666666666
HIGH,HIGH,0,6,0,0,2.088
HIGH,HIGH,1,7,5,1,2.3680000000000003
HIGH,HIGH,0,8,0,0,3.168
LOW,LOW,1,2,2,0,3.204
LOW,LOW,0,5,2,1,3.452
HIGH,HIGH,1,7,5,1,3.286
HIGH,HIGH,1,7,3,1,1.3606666666666667
LOW,LOW,1,5,0,0,3.26
LOW,LOW,1,2,4,1,1.994
LOW,LOW,0,1,1,0,5.018000000000001
LOW,LOW,0,2,0,0,4.944
LOW,LOW,1,2,2,1,4.885999999999999
HIGH,HIGH,1,6,1,0,1.414
LOW,LOW,1,2,5,2,3.874
HIGH,HIGH,0,9,1,0,3.334
HIGH,HIGH,0,8,1,0,3.976
LOW,LOW,1,0,5,2,6.16
HIGH,HIGH,0,8,0,0,3.08
LOW,LOW,1,3,5,0,0.976
LOW,LOW,1,4,4,0,0.6659999999999999
HIGH,HIGH,1,6,1,0,0.63
HIGH,HIGH,1,9,5,0,1.246
LOW,LOW,1,0,5,0,0.0
HIGH,HIGH,1,8,3,0,0.1079999999999999
HIGH,HIGH,1,7,4,0,1.0339999999999998
HIGH,HIGH,1,9,1,0,0.932
HIGH,HIGH,1,8,2,0,0.742
LOW,LOW,1,5,5,1,0.078
HIGH,HIGH,1,9,5,2,4.318
LOW,LOW,1,2,3,1,3.642666666666667
HIGH,HIGH,1,9,4,1,3.8859999999999992
LOW,LOW,0,5,2,0,4.04
HIGH,HIGH,1,9,2,0,3.572
LOW,LOW,1,5,2,1,4.592
HIGH,HIGH,0,9,3,1,2.6646666666666667
LOW,LOW,1,5,5,1,5.225999999999999
LOW,LOW,0,4,0,0,1.5779999999999998
LOW,LOW,1,5,1,0,4.182
LOW,LOW,1,0,1,0,3.238
HIGH,HIGH,1,7,4,3,4.91
LOW,LOW,1,0,0,0,0.6819999999999999
LOW,LOW,0,2,0,0,0.8799999999999999
LOW,LOW,0,1,0,0,2.438
LOW,LOW,0,0,5,3,3.4800000000000004
LOW,LOW,0,5,1,0,4.29
HIGH,HIGH,1,8,4,3,0.45
HIGH,HIGH,1,7,1,0,3.858
LOW,LOW,0,5,0,0,6.117999999999999
LOW,LOW,1,5,2,1,5.51
HIGH,HIGH,1,8,3,2,5.899333333333333
LOW,LOW,0,0,1,0,2.436
HIGH,HIGH,1,7,2,1,4.949999999999999
LOW,LOW,0,4,5,3,5.688000000000001
LOW,LOW,1,5,4,2,2.45
HIGH,HIGH,0,7,4,2,5.972
LOW,LOW,0,3,2,1,4.824
LOW,LOW,1,3,2,1,5.536
LOW,LOW,1,0,1,0,2.578
HIGH,HIGH,1,7,3,1,2.372666666666667
HIGH,HIGH,1,7,4,1,4.564
LOW,LOW,0,5,0,0,3.956
LOW,LOW,0,1,2,1,5.092
LOW,LOW,0,1,0,0,2.646
LOW,LOW,0,4,2,0,2.41
HIGH,HIGH,0,7,1,0,4.632000000000001
LOW,LOW,0,4,1,0,4.264
LOW,LOW,0,0,1,0,4.054
LOW,LOW,1,0,4,3,3.01
HIGH,HIGH,1,6,5,2,3.746
LOW,LOW,1,5,5,3,0.72
HIGH,HIGH,0,6,3,1,5.338666666666667
LOW,LOW,0,4,5,3,4.116
HIGH,HIGH,1,6,3,2,1.0693333333333332
LOW,LOW,1,5,4,1,2.322
LOW,LOW,1,2,4,3,1.0679999999999998
HIGH,HIGH,0,7,5,2,3.462
LOW,LOW,0,5,0,0,0.75
HIGH,HIGH,0,7,0,0,2.126
LOW,LOW,1,2,1,0,0.636
LOW,LOW,1,2,4,2,0.712
LOW,LOW,1,5,4,2,3.694
HIGH,HIGH,0,9,0,0,1.112
LOW,LOW,1,3,3,1,3.8846666666666665
LOW,LOW,0,1,5,3,4.418
LOW,LOW,1,4,4,1,4.26
LOW,LOW,0,1,5,2,2.188
HIGH,HIGH,1,8,0,0,4.472
HIGH,HIGH,0,9,4,2,6.576
HIGH,HIGH,1,9,3,1,0.4426666666666666
LOW,LOW,1,4,2,0,4.316
LOW,LOW,1,3,1,0,5.794
LOW,LOW,0,4,0,0,2.708
HIGH,HIGH,1,6,3,1,5.898666666666666
HIGH,HIGH,0,7,3,1,4.092666666666666
LOW,LOW,1,3,0,0,0.648
LOW,LOW,1,3,5,2,4.822
LOW,LOW,1,0,2,1,4.212
LOW,LOW,1,3,5,3,4.302
HIGH,HIGH,1,9,1,0,4.286
LOW,LOW,0,5,3,1,4.312666666666666
LOW,LOW,0,3,1,0,3.08
LOW,LOW,1,1,4,3,4.072
LOW,LOW,0,2,3,1,2.1926666666666663
HIGH,HIGH,1,6,4,2,2.3920000000000003
LOW,LOW,0,5,5,3,2.8520000000000003
LOW,LOW,0,2,3,1,4.4046666666666665
LOW,LOW,0,1,2,0,2.438
LOW,LOW,1,3,5,4,4.324
LOW,LOW,1,1,5,3,4.586
HIGH,HIGH,0,7,3,3,4.784000000000001
LOW,LOW,0,0,4,3,6.578
HIGH,HIGH,0,7,5,4,4.708
LOW,LOW,0,2,5,5,4.568
HIGH,HIGH,1,8,0,0,6.0920000000000005
HIGH,HIGH,0,6,2,1,7.421999999999999
HIGH,HIGH,0,8,5,4,6.5440000000000005
LOW,LOW,1,4,1,0,4.784
HIGH,HIGH,0,6,1,0,3.824
LOW,LOW,1,0,4,1,3.584
HIGH,HIGH,0,7,3,2,4.091333333333333
LOW,LOW,0,3,5,3,4.356
HIGH,HIGH,1,6,4,1,2.33
LOW,LOW,1,3,4,2,4.272
HIGH,HIGH,0,6,0,0,3.142
LOW,LOW,1,3,4,1,5.523999999999999
HIGH,HIGH,0,7,0,0,4.04
HIGH,HIGH,0,7,5,2,5.006
HIGH,HIGH,0,9,2,1,5.401999999999999
LOW,LOW,0,1,3,1,4.746666666666667
HIGH,HIGH,1,8,0,0,3.532
LOW,LOW,1,1,4,2,5.351999999999999
HIGH,HIGH,1,7,4,2,5.887999999999999
LOW,LOW,1,1,3,1,4.242666666666667
LOW,LOW,0,2,3,1,0.5606666666666666
HIGH,HIGH,0,8,2,0,4.6080000000000005
HIGH,HIGH,1,9,1,0,1.624
HIGH,HIGH,0,9,2,0,3.0779999999999994
LOW,LOW,1,5,3,1,3.0006666666666666
HIGH,HIGH,1,9,2,1,3.096
HIGH,HIGH,1,8,0,0,0.328
LOW,LOW,0,1,3,1,4.392666666666666
HIGH,HIGH,0,7,3,2,3.813333333333333
LOW,LOW,1,5,3,2,3.051333333333333
LOW,LOW,1,1,5,2,2.618
HIGH,HIGH,0,9,4,1,2.788
LOW,LOW,1,5,1,0,2.176
LOW,LOW,1,5,1,0,0.0999999999999999
LOW,LOW,0,5,5,3,2.512
HIGH,HIGH,0,7,2,1,1.824
LOW,LOW,0,1,3,2,3.825333333333333
HIGH,HIGH,1,8,4,2,0.7999999999999999
LOW,LOW,1,0,1,0,2.566
LOW,LOW,1,3,3,2,2.377333333333333
LOW,LOW,0,1,4,2,2.808
LOW,LOW,1,2,0,0,4.77
HIGH,HIGH,0,6,4,3,3.272
LOW,LOW,0,4,3,0,5.016
HIGH,HIGH,1,6,5,2,3.734
HIGH,HIGH,1,8,0,0,4.826
HIGH,HIGH,0,7,2,0,3.396
LOW,LOW,0,3,1,0,3.034
HIGH,HIGH,0,9,4,2,0.884
LOW,LOW,1,0,3,1,2.384666666666667
HIGH,HIGH,0,6,3,2,1.8433333333333333
HIGH,HIGH,0,8,1,0,2.724
HIGH,HIGH,0,9,2,1,4.788
HIGH,HIGH,0,9,5,3,2.848
LOW,LOW,1,5,3,2,3.679333333333333
HIGH,HIGH,1,8,5,4,5.869999999999999
LOW,LOW,1,1,4,3,6.828
LOW,LOW,1,0,3,2,8.149333333333335
LOW,LOW,0,1,4,3,5.464
LOW,LOW,0,0,0,0,5.448
HIGH,HIGH,1,8,0,0,6.72
LOW,LOW,0,1,2,2,3.5500000000000003
HIGH,HIGH,0,6,3,2,6.723333333333334
LOW,LOW,0,4,3,2,5.695333333333334
HIGH,HIGH,0,7,1,0,6.668
HIGH,HIGH,0,6,3,2,3.191333333333333
LOW,LOW,1,0,5,3,2.66
LOW,LOW,1,3,1,0,3.904
LOW,LOW,0,1,4,0,4.6080000000000005
HIGH,HIGH,1,7,5,2,1.6760000000000002
LOW,LOW,0,2,3,1,4.3646666666666665
LOW,LOW,1,5,2,1,2.3680000000000003
LOW,LOW,0,4,0,0,4.292
HIGH,HIGH,1,8,4,2,2.006
LOW,LOW,1,5,1,0,3.634
LOW,LOW,0,5,1,0,5.6
LOW,LOW,0,4,5,1,2.888
LOW,LOW,0,1,1,0,2.89
LOW,LOW,1,3,1,0,5.561999999999999
LOW,LOW,0,2,2,0,1.504
LOW,LOW,0,4,2,1,3.092
LOW,LOW,1,4,0,0,2.836
HIGH,HIGH,0,6,4,2,2.438
HIGH,HIGH,0,6,2,1,3.174
LOW,LOW,0,0,3,1,2.850666666666667
HIGH,HIGH,0,7,0,0,3.716
LOW,LOW,0,5,4,2,2.568
LOW,LOW,0,3,0,0,1.7959999999999998
LOW,LOW,0,4,1,0,6.2700000000000005
LOW,LOW,1,0,4,1,3.19
LOW,LOW,1,5,3,1,3.6146666666666665
LOW,LOW,1,0,4,3,3.08
LOW,LOW,1,0,1,0,3.57
LOW,LOW,1,5,0,0,0.624
HIGH,HIGH,1,8,0,0,3.23
HIGH,HIGH,1,9,3,1,3.278666666666667
HIGH,HIGH,1,7,4,2,2.3000000000000003
LOW,LOW,1,1,1,0,2.714
LOW,LOW,1,2,5,2,3.946
LOW,LOW,1,5,0,0,1.612
LOW,LOW,1,2,2,1,3.054
LOW,LOW,0,1,0,0,6.852
HIGH,HIGH,0,8,3,1,2.506666666666667
HIGH,HIGH,0,9,4,1,3.0699999999999994
LOW,LOW,1,4,4,2,3.28
LOW,LOW,0,4,5,4,6.874
HIGH,HIGH,0,6,0,0,5.406
LOW,LOW,0,3,5,5,6.26
LOW,LOW,1,4,5,4,7.486
LOW,LOW,0,2,1,0,7.286
LOW,LOW,0,3,4,3,7.66
HIGH,HIGH,1,7,2,1,6.46
LOW,LOW,0,0,1,0,7.31
HIGH,HIGH,1,6,3,2,6.499333333333333
LOW,LOW,0,4,4,2,6.664
LOW,LOW,1,4,1,0,0.304
LOW,LOW,1,1,3,0,0.97
LOW,LOW,1,3,5,0,0.946
LOW,LOW,1,2,5,0,0.368
LOW,LOW,1,1,2,0,1.29
HIGH,HIGH,1,6,4,0,1.318
LOW,LOW,1,1,3,0,0.652
LOW,LOW,1,5,5,0,0.3
LOW,LOW,1,5,3,0,1.258
LOW,LOW,1,2,1,0,0.0579999999999999
HIGH,HIGH,0,8,3,2,4.747333333333335
LOW,LOW,1,5,2,1,0.7
LOW,LOW,0,4,4,3,4.558
HIGH,HIGH,1,6,3,1,5.206666666666666
LOW,LOW,0,1,5,2,5.062
HIGH,HIGH,0,7,0,0,3.41
LOW,LOW,0,4,5,2,4.374
LOW,LOW,1,0,2,1,3.932
HIGH,HIGH,1,6,3,1,3.260666666666667
LOW,LOW,0,3,1,0,5.642
LOW,LOW,1,1,5,2,2.976
LOW,LOW,1,2,2,1,2.688
HIGH,HIGH,1,9,0,0,4.782
LOW,LOW,1,0,3,1,2.594666666666667
HIGH,HIGH,1,7,1,0,5.813999999999999
LOW,LOW,1,0,3,1,3.264666666666667
LOW,LOW,1,5,4,2,4.358
HIGH,HIGH,1,7,5,1,3.274
HIGH,HIGH,1,7,3,1,3.6086666666666662
LOW,LOW,0,3,3,1,2.802666666666666
HIGH,HIGH,0,7,5,3,5.376
HIGH,HIGH,1,9,1,0,5.188
HIGH,HIGH,0,7,3,2,4.585333333333334
LOW,LOW,0,0,0,0,7.345999999999999
LOW,LOW,1,5,4,4,5.316
HIGH,HIGH,0,8,3,2,5.475333333333333
HIGH,HIGH,0,7,2,1,4.088
LOW,LOW,1,1,1,0,4.53
LOW,LOW,0,2,2,2,5.24
HIGH,HIGH,0,6,1,0,3.086
LOW,LOW,0,3,2,0,4.358
HIGH,HIGH,0,7,4,3,5.822
HIGH,HIGH,1,9,5,2,2.672
HIGH,HIGH,0,6,2,1,3.2
LOW,LOW,0,1,4,2,4.109999999999999
HIGH,HIGH,0,8,5,2,3.79
LOW,LOW,1,1,2,1,4.082
LOW,LOW,1,0,3,1,2.9446666666666665
HIGH,HIGH,0,7,4,2,3.142
LOW,LOW,1,2,3,1,2.9926666666666666
LOW,LOW,1,5,2,0,0.626
LOW,LOW,1,0,5,0,0.96
LOW,LOW,1,5,5,0,1.288
LOW,LOW,1,4,0,0,0.312
LOW,LOW,1,1,5,1,1.0
HIGH,HIGH,1,9,1,0,0.0
LOW,LOW,1,1,3,1,0.9666666666666666
LOW,LOW,1,2,2,0,0.3339999999999999
HIGH,HIGH,1,7,1,0,0.004
HIGH,HIGH,1,7,3,0,0.36
LOW,LOW,1,1,1,0,2.37
HIGH,HIGH,1,8,1,0,3.482
HIGH,HIGH,1,9,1,0,3.882
LOW,LOW,1,5,5,3,3.758
LOW,LOW,0,4,5,3,3.5400000000000005
LOW,LOW,1,3,2,1,2.172
LOW,LOW,1,5,4,2,3.606
HIGH,HIGH,0,8,2,1,4.036
HIGH,HIGH,1,8,0,0,3.2920000000000003
LOW,LOW,0,4,0,0,3.018
HIGH,HIGH,0,9,5,3,2.182
LOW,LOW,1,2,2,1,2.47
LOW,LOW,1,2,0,0,3.966
LOW,LOW,0,3,2,1,5.04
LOW,LOW,1,4,2,0,2.852
HIGH,HIGH,1,9,3,0,3.936
LOW,LOW,1,0,0,0,3.3280000000000003
HIGH,HIGH,1,7,3,1,3.690666666666667
LOW,LOW,1,3,5,1,1.7280000000000002
HIGH,HIGH,0,9,0,0,4.558000000000001
HIGH,HIGH,1,9,2,1,2.4320000000000004
LOW,LOW,1,2,1,0,5.218
LOW,LOW,1,0,1,0,2.3680000000000003
HIGH,HIGH,1,7,0,0,0.96
HIGH,HIGH,1,9,1,0,2.632
LOW,LOW,1,5,0,0,2.2920000000000003
HIGH,HIGH,1,8,2,1,3.9
LOW,LOW,1,0,1,0,2.264
LOW,LOW,1,3,0,0,2.618
LOW,LOW,1,4,4,2,3.618
LOW,LOW,1,0,2,1,3.084
HIGH,HIGH,1,8,1,0,4.742
LOW,LOW,0,4,4,3,5.732
LOW,LOW,0,1,3,1,0.9286666666666664
LOW,LOW,1,2,3,1,1.1386666666666667
HIGH,HIGH,1,6,2,0,2.932
HIGH,HIGH,0,8,1,0,3.05
LOW,LOW,1,0,4,3,5.948
HIGH,HIGH,0,6,1,0,2.43
HIGH,HIGH,1,6,0,0,4.188
HIGH,HIGH,1,7,5,0,0.3
LOW,LOW,1,3,0,0,1.254
LOW,LOW,1,0,1,0,1.24
LOW,LOW,1,4,3,0,1.012
HIGH,HIGH,1,6,3,0,1.0579999999999998
HIGH,HIGH,1,7,2,0,0.642
LOW,LOW,1,4,2,0,1.628
HIGH,HIGH,1,6,2,0,0.636
HIGH,HIGH,1,9,1,0,1.582
LOW,LOW,1,3,1,0,0.634
HIGH,HIGH,1,7,3,2,4.497333333333334
LOW,LOW,0,4,1,0,5.334
HIGH,HIGH,0,8,2,1,3.438
HIGH,HIGH,0,6,4,3,5.078
LOW,LOW,1,0,0,0,8.655999999999999
HIGH,HIGH,0,8,4,3,4.8660000000000005
LOW,LOW,0,5,2,1,5.553999999999999
HIGH,HIGH,1,7,4,3,4.364
HIGH,HIGH,0,7,5,5,6.716
LOW,LOW,0,3,3,2,8.393333333333334
HIGH,HIGH,1,7,4,3,4.960000000000001
LOW,LOW,0,0,1,0,7.198
HIGH,HIGH,0,8,0,0,4.604000000000001
LOW,LOW,1,0,1,0,5.821999999999999
HIGH,HIGH,0,7,3,2,5.483333333333333
LOW,LOW,0,1,2,1,5.374
HIGH,HIGH,0,6,5,4,6.084
LOW,LOW,0,1,4,3,4.6160000000000005
HIGH,HIGH,0,6,3,3,7.779999999999999
LOW,LOW,0,2,0,0,6.594
HIGH,HIGH,1,7,2,0,3.84
LOW,LOW,1,2,3,1,0.7046666666666667
LOW,LOW,0,4,5,3,0.914
HIGH,HIGH,0,9,1,0,1.806
LOW,LOW,0,0,3,2,3.501333333333333
LOW,LOW,1,3,5,2,5.537999999999999
LOW,LOW,0,5,5,2,6.392
HIGH,HIGH,0,6,3,1,5.664666666666666
LOW,LOW,1,4,0,0,3.96
LOW,LOW,1,3,5,1,4.88
HIGH,HIGH,1,7,2,0,2.564
LOW,LOW,0,4,5,2,3.76
HIGH,HIGH,0,7,5,3,1.878
LOW,LOW,1,0,3,1,3.9206666666666665
LOW,LOW,1,5,3,2,2.7013333333333334
LOW,LOW,1,2,3,1,2.282666666666667
LOW,LOW,1,0,0,0,1.296
HIGH,HIGH,1,6,3,1,2.0746666666666664
HIGH,HIGH,1,7,2,1,3.598
LOW,LOW,0,1,1,0,2.686
HIGH,HIGH,1,7,4,0,0.308
HIGH,HIGH,1,9,1,0,1.0159999999999998
HIGH,HIGH,1,9,5,0,0.62
LOW,LOW,1,3,2,0,2.508
HIGH,HIGH,1,7,1,0,0.3
LOW,LOW,1,3,4,0,1.334
LOW,LOW,1,3,3,0,1.0179999999999998
LOW,LOW,1,0,0,0,0.978
LOW,LOW,1,0,3,0,0.648
LOW,LOW,1,2,0,0,1.62
HIGH,HIGH,0,7,3,1,3.114666666666667
LOW,LOW,0,4,1,0,3.794
LOW,LOW,1,0,5,2,4.264
LOW,LOW,1,0,5,1,2.982
LOW,LOW,1,0,1,0,2.26
HIGH,HIGH,0,7,0,0,2.636
LOW,LOW,1,1,3,1,4.232666666666667
LOW,LOW,0,0,1,0,2.424
LOW,LOW,0,4,1,0,1.756
LOW,LOW,0,4,3,1,4.416666666666666
HIGH,HIGH,1,6,0,0,1.556
LOW,LOW,1,4,3,1,3.228666666666667
LOW,LOW,1,5,4,2,5.249999999999999
LOW,LOW,1,2,3,1,0.7666666666666666
LOW,LOW,1,3,3,1,0.6666666666666666
LOW,LOW,1,1,3,1,0.7506666666666666
LOW,LOW,0,1,2,0,2.108
LOW,LOW,0,2,5,1,1.39
LOW,LOW,0,3,3,2,3.761333333333333
LOW,LOW,1,4,4,2,4.912
LOW,LOW,1,3,1,0,2.212
LOW,LOW,1,0,1,0,4.812
HIGH,HIGH,1,8,4,2,4.876
LOW,LOW,1,1,1,0,5.433999999999999
LOW,LOW,1,1,5,3,3.62
HIGH,HIGH,1,9,0,0,2.57
LOW,LOW,0,2,5,3,0.944
LOW,LOW,0,3,1,0,4.67
HIGH,HIGH,1,9,5,1,3.874
LOW,LOW,0,5,2,0,1.0779999999999998
HIGH,HIGH,0,6,3,2,6.027333333333333
HIGH,HIGH,0,8,4,2,2.858
HIGH,HIGH,1,7,4,3,3.068
LOW,LOW,0,1,5,4,6.51
HIGH,HIGH,0,7,1,0,6.418
HIGH,HIGH,0,9,5,4,5.614
LOW,LOW,0,0,5,4,5.272
LOW,LOW,0,3,3,2,5.187333333333333
HIGH,HIGH,1,7,0,0,7.005999999999999
LOW,LOW,1,3,4,3,4.964
HIGH,HIGH,1,8,5,0,0.316
LOW,LOW,1,5,5,1,0.4359999999999999
HIGH,HIGH,1,6,1,0,1.242
LOW,LOW,1,2,3,0,0.0
LOW,LOW,1,0,0,0,1.222
HIGH,HIGH,1,8,3,0,0.634
LOW,LOW,1,0,1,0,0.74
LOW,LOW,1,2,0,0,1.264
HIGH,HIGH,1,8,2,0,0.324
HIGH,HIGH,1,9,4,0,0.606
LOW,LOW,0,0,4,2,5.114
LOW,LOW,1,5,0,0,4.352
LOW,LOW,0,1,2,1,1.246
LOW,LOW,0,3,2,1,0.922
LOW,LOW,1,2,5,3,2.012
HIGH,HIGH,0,8,4,1,1.112
HIGH,HIGH,1,6,3,2,2.4113333333333333
HIGH,HIGH,0,7,3,1,4.4126666666666665
LOW,LOW,0,2,5,2,4.668000000000001
HIGH,HIGH,1,8,5,3,0.494
LOW,LOW,1,5,0,0,0.304
LOW,LOW,1,1,3,1,0.6986666666666667
LOW,LOW,1,1,5,4,4.976
LOW,LOW,0,1,2,1,0.868
LOW,LOW,0,5,3,1,2.708666666666667
HIGH,HIGH,1,8,0,0,3.438
LOW,LOW,0,2,3,2,2.8633333333333333
LOW,LOW,1,5,5,3,2.048
LOW,LOW,0,5,0,0,6.23
HIGH,HIGH,1,6,3,1,4.8806666666666665
LOW,LOW,0,0,2,1,2.196
LOW,LOW,0,2,2,1,5.12
LOW,LOW,0,0,4,2,3.736
HIGH,HIGH,1,6,5,3,0.2419999999999999
LOW,LOW,0,5,5,2,6.246
HIGH,HIGH,1,6,0,0,4.182
HIGH,HIGH,0,6,0,0,0.848
HIGH,HIGH,0,7,1,0,0.8879999999999999
LOW,LOW,1,1,5,2,3.942
LOW,LOW,0,0,0,0,4.714
HIGH,HIGH,1,8,1,0,2.584
HIGH,HIGH,0,7,3,1,3.4526666666666666
LOW,LOW,1,2,2,1,1.118
HIGH,HIGH,1,6,1,0,2.224
LOW,LOW,1,2,2,1,4.544
LOW,LOW,1,4,0,0,2.862
LOW,LOW,0,2,5,3,3.756
HIGH,HIGH,1,9,3,1,3.258666666666667
LOW,LOW,0,0,4,2,4.742
HIGH,HIGH,0,9,0,0,4.622000000000001
LOW,LOW,1,1,2,1,0.7
LOW,LOW,1,4,1,0,2.104
LOW,LOW,0,3,5,3,3.498
HIGH,HIGH,0,9,4,0,3.042
HIGH,HIGH,0,8,2,0,4.366
LOW,LOW,1,3,1,0,1.336
LOW,LOW,0,4,2,1,6.406
LOW,LOW,1,3,5,3,1.024
LOW,LOW,1,3,0,0,3.206
LOW,LOW,0,4,5,2,4.119999999999999
LOW,LOW,0,3,2,1,2.426
LOW,LOW,1,2,0,0,1.908
HIGH,HIGH,0,6,2,1,3.404
HIGH,HIGH,0,8,4,3,2.836
LOW,LOW,1,4,5,3,3.988
LOW,LOW,1,3,5,2,3.022
LOW,LOW,1,2,4,2,4.956
LOW,LOW,0,0,4,2,1.512
LOW,LOW,0,2,2,1,4.464
HIGH,HIGH,0,7,5,1,4.744000000000001
HIGH,HIGH,1,8,2,1,0.816
